UniProt Accession,Gene Symbol,Protein Name,Expert Opinion,MS,IHC,mRNA
Q5BJE1,CCDC178,Coiled-coil domain-containing protein 178,,"saliva: 8/0.51 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,0.9
Q6PII3,CCDC174,Coiled-coil domain-containing protein 174,,"saliva: 0/0 peptides
parotid gland: 0/0 peptides
sm/sl glands: 2/0.05 peptides",high,16.1
Q6TFL3,CCDC171,Coiled-coil domain-containing protein 171,,"saliva: 4/0.17 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,1.9
Q8IYT3,CCDC170,Coiled-coil domain-containing protein 170,,"saliva: 2/0.14 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q8NDH2,CCDC168,Coiled-coil domain-containing protein 168,,"saliva: 102/2.55 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q5M9N0,CCDC158,Coiled-coil domain-containing protein 158,,"saliva: 269/14.93 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q0P6D6,CCDC15,Coiled-coil domain-containing protein 15,,"saliva: 8/0.56 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,7.7
Q6ZP82,CCDC141,Coiled-coil domain-containing protein 141,,"saliva: 42/2.11 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,0.6
Q8IYE1,CCDC13,Coiled-coil domain-containing protein 13,,"saliva: 7/0.55 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,1.6
Q8NEF3,CCDC112,Coiled-coil domain-containing protein 112,,"saliva: 16/0.24 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,6.8
Q9P2K1,CC2D2A,Coiled-coil and C2 domain-containing protein 2A,,"saliva: 4/0.17 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,3
Q6P1N0,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,,"saliva: 11/0.35 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,32.7
Q8TD31,CCHCR1,Coiled-coil alpha-helical rod protein 1,,"saliva: 230/19.91 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,3.5
Q8WVM7,STAG1,Cohesin subunit SA-1,,"saliva: 3/0.18 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,14.5
P23528,CFL1,Cofilin-1,,"saliva: 617/153.47 peptides
parotid gland: 135/11.29 peptides
sm/sl glands: 30/5.28 peptides",low,60.7
O00748,CES2,Cocaine esterase,,"saliva: 1402/240.5 peptides
parotid gland: 106/5.98 peptides
sm/sl glands: 25/2.67 peptides",not detected,12.7
P53618,COPB1,Coatomer subunit beta,,"saliva: 18/0.82 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,43.4
P00748,FRF 12,Coagulation factor XII,,"saliva: 0/0 peptides
parotid gland: 0/0 peptides
sm/sl glands: 2/0.08 peptides",n/a,n/a
P00451,FRF 8,Coagulation factor VIII,,"saliva: 16/0.57 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,2
P12259,FRF 5,Coagulation factor V,,"saliva: 179/7.44 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
P00740,FRF 9,Coagulation factor IX,,"saliva: 0/0 peptides
parotid gland: 5/7.89 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q14019,COTL1,Coactosin-like protein,,"saliva: 137/42.69 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,7.7
Q92187,ST8SIA4,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase",,"saliva: 27/4.67 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,4
Q11201,ST3GAL1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",,"saliva: 0/0 peptides
parotid gland: 2/0.04 peptides
sm/sl glands: 0/0 peptides",medium,18.2
P10909,CLU,Clusterin,,"saliva: 717/87.6 peptides
parotid gland: 234/12.42 peptides
sm/sl glands: 89/10.06 peptides",not detected,62.2
O75153,CLUH,Clustered mitochondria protein homolog,,"saliva: 27/1.73 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q96KA5,CLPTM1L,Cleft lip and palate transmembrane protein 1-like protein,,"saliva: 2/0.3 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,33.3
Q9P2I0,CPSF2,Cleavage and polyadenylation specificity factor subunit 2,,"saliva: 44/4.32 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",high,18.5
P09497,CLTB,Clathrin light chain B,,"saliva: 4/1.38 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,22.2
P53675,CLTCL1,Clathrin heavy chain 2,,"saliva: 252/15.71 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,1.5
Q00610,CLTC,Clathrin heavy chain 1,,"saliva: 0/0 peptides
parotid gland: 9/0.04 peptides
sm/sl glands: 9/0.11 peptides",medium,28.6
O14578,CIT,Citron Rho-interacting kinase,,"saliva: 44/0.23 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,1.3
O75390,CS,"Citrate synthase, mitochondrial",,"saliva: 43/7.89 peptides
parotid gland: 2/0.04 peptides
sm/sl glands: 5/0.23 peptides",high,23.1
Q9P2M7,CGN,Cingulin,,"saliva: 29/1.22 peptides
parotid gland: 2/14.7 peptides
sm/sl glands: 0/0 peptides",medium,19.8
Q9H799,CPLANE1,Ciliogenesis and planar polarity effector 1,,"saliva: 4/0.12 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,8.7
Q9P2B7,CFAP97,Cilia- and flagella-associated protein 97,,"saliva: 16/1.84 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q5T0N1,CFAP70,Cilia- and flagella-associated protein 70,,"saliva: 33/2.83 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
A5D8W1,CFAP69,Cilia- and flagella-associated protein 69,,"saliva: 2/0.16 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,4.6
Q6ZU64,CFAP65,Cilia- and flagella-associated protein 65,,"saliva: 32/1.73 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q5T655,CFAP58,Cilia- and flagella-associated protein 58,,"saliva: 105/5.52 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q96MR6,CFAP57,Cilia- and flagella-associated protein 57,,"saliva: 4/0.22 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q96M91,CFAP53,Cilia- and flagella-associated protein 53,,"saliva: 232/19.02 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,0.8
Q6ZTR5,CFAP47,Cilia- and flagella-associated protein 47,,"saliva: 7/0.04 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q8NDM7,CFAP43,Cilia- and flagella-associated protein 43,,"saliva: 4/0.18 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
P57076,CFAP298,Cilia- and flagella-associated protein 298,,"saliva: 20/0.76 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,24.9
Q8IYR0,CFAP206,Cilia- and flagella-associated protein 206,,"saliva: 146/19.52 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q96JM3,CHAMP1,Chromosome alignment-maintaining phosphoprotein 1,,"saliva: 6/0.53 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",high,13.2
Q3L8U1,CHD9,Chromodomain-helicase-DNA-binding protein 9,,"saliva: 50/1.36 peptides
parotid gland: 2/0 peptides
sm/sl glands: 0/0 peptides",medium,17.8
Q9HCK8,CHD8,Chromodomain-helicase-DNA-binding protein 8,,"saliva: 32/0.93 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,15.7
Q8TD26,CHD6,Chromodomain-helicase-DNA-binding protein 6,,"saliva: 21/0.51 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,14.5
Q12873,CHD3,Chromodomain-helicase-DNA-binding protein 3,,"saliva: 8/0.26 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",high,19.4
O14646,CHD1,Chromodomain-helicase-DNA-binding protein 1,,"saliva: 55/1.81 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,8.1
Q8IZ52,CHPF,Chondroitin sulfate synthase 2,,"saliva: 16/2.02 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,31.6
Q6NUI6,CHADL,Chondroadherin-like protein,,"saliva: 14/0.28 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",high,14.2
O15335,CHAD,Chondroadherin,,"saliva: 0/0 peptides
parotid gland: 8/0.15 peptides
sm/sl glands: 3/0.15 peptides",not detected,9
Q8WWI5,SLC44A1,Choline transporter-like protein 1,,"saliva: 12/1.93 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,6
P35790,CHKA,Choline kinase alpha,,"saliva: 7/1.18 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,36.9
Q9Y696,CLIC4,Chloride intracellular channel protein 4,,"saliva: 26/7.64 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,18.2
O00299,CLIC1,Chloride intracellular channel protein 1,,"saliva: 64/21.02 peptides
parotid gland: 3/0.09 peptides
sm/sl glands: 4/0.32 peptides",medium,37.7
Q15782,CHI3L2,Chitinase-3-like protein 2,,"saliva: 640/121.36 peptides
parotid gland: 20/0.69 peptides
sm/sl glands: 39/6.18 peptides",not detected,47.2
Q9BWS9,CHID1,Chitinase domain-containing protein 1,,"saliva: 0/0 peptides
parotid gland: 11/0.19 peptides
sm/sl glands: 5/0.23 peptides",high,36.8
Q96FZ7,CHMP6,Charged multivesicular body protein 6,,"saliva: 127/32.52 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,15.8
Q13237,PRKG2,cGMP-dependent protein kinase 2,,"saliva: 30/2.61 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q13976,PRKG1,cGMP-dependent protein kinase 1,,"saliva: 2/0.23 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
P00450,CP,Ceruloplasmin,,"saliva: 1692/115.01 peptides
parotid gland: 23/0.36 peptides
sm/sl glands: 41/1.65 peptides",not detected,6.9
Q9NUG4,CCM2L,Cerebral cavernous malformations 2 protein-like,,"saliva: 25/3.9 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,1.4
Q9HA82,CERS4,Ceramide synthase 4,,"saliva: 2/0.41 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q96L14,CEP170P1,Cep170-like protein,,"saliva: 20/5.99 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q9BV73,CEP250,Centrosome-associated protein CEP250,,"saliva: 18/0.25 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,10.3
Q5VT06,CEP350,Centrosome-associated protein 350,,"saliva: 40/0.79 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,13.5
Q96MT8,CEP63,Centrosomal protein of 63 kDa,,"saliva: 21/2.15 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,15.5
Q86XR8,CEP57,Centrosomal protein of 57 kDa,,"saliva: 3/0.3 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,14.1
Q9C0D2,CEP295,Centrosomal protein of 295 kDa,,"saliva: 16/0.51 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
O15078,CEP290,Centrosomal protein of 290 kDa,,"saliva: 802/15.75 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,4.8
Q8TEP8,CEP192,Centrosomal protein of 192 kDa,,"saliva: 8/0.4 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,10.4
Q9Y4F5,CEP170B,Centrosomal protein of 170 kDa protein B,,"saliva: 60/3.22 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q5SW79,CEP170,Centrosomal protein of 170 kDa,,"saliva: 2/0.09 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,4.2
Q5TB80,CEP162,Centrosomal protein of 162 kDa,,"saliva: 2/0.07 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,5.5
O94986,CEP152,Centrosomal protein of 152 kDa,,"saliva: 4/0.15 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,5.1
Q66GS9,CEP135,Centrosomal protein of 135 kDa,,"saliva: 79/3.52 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,3.7
Q9UPN4,CEP131,Centrosomal protein of 131 kDa,,"saliva: 31/1.69 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,12.5
Q6ZU80,CEP128,Centrosomal protein of 128 kDa,,"saliva: 51/2.23 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,4.5
Q8N8E3,CEP112,Centrosomal protein of 112 kDa,,"saliva: 5/0.28 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,2.9
Q71F23,CENPU,Centromere protein U,,"saliva: 8/1.28 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,3.5
Q96H22,CENPN,Centromere protein N,,"saliva: 4/0.78 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,3.7
P49454,CENPF,Centromere protein F,,"saliva: 558/10.87 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,1.9
Q03188,CENPC,Centromere protein C,,"saliva: 4/0.3 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,10.2
Q7Z7A1,CNTRL,Centriolin,,"saliva: 55/0.78 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,6.3
P29373,CRABP2,Cellular retinoic acid-binding protein 2,,"saliva: 787/285.26 peptides
parotid gland: 57/6 peptides
sm/sl glands: 7/1.46 peptides",low,10.6
Q8WUJ3,CEMIP,Cell migration-inducing and hyaluronan-binding protein,,"saliva: 7/0.07 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q99674,CGREF1,Cell growth regulator with EF hand domain protein 1,,"saliva: 4/0.13 peptides
parotid gland: 0/0 peptides
sm/sl glands: 3/0.32 peptides",?,13.7
P60953,CDC42,Cell division control protein 42 homolog,,"saliva: 21/9.22 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,72.9
Q9ULG6,CCPG1,Cell cycle progression protein 1,,"saliva: 6/0.68 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,33.1
Q9NXV6,CDKN2AIP,CDKN2A-interacting protein,,"saliva: 3/0.39 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,15.9
Q8TDN4,CABLES1,CDK5 and ABL1 enzyme substrate 1,,"saliva: 9/1.61 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,17
P21926,CD9,CD9 antigen,,"saliva: 52/7.24 peptides
parotid gland: 33/3.34 peptides
sm/sl glands: 20/5.23 peptides",high,91.6
P13987,CD59,CD59 glycoprotein,,"saliva: 4/0.62 peptides
parotid gland: 5/0.46 peptides
sm/sl glands: 5/1.19 peptides",medium,114.8
P16070,CD44,CD44 antigen,,"saliva: 242/96.1 peptides
parotid gland: 2/0.13 peptides
sm/sl glands: 3/0.3 peptides",high,148.2
A5YKK6,CNOT1,CCR4-NOT transcription complex subunit 1,,"saliva: 57/2.47 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",high,28.3
Q03701,CEBPZ,CCAAT/enhancer-binding protein zeta,,"saliva: 8/0.18 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,15.5
O43310,CTIF,CBP80/20-dependent translation initiation factor,,"saliva: 2/0.22 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,11.9
P11717,IGF2R,Cation-independent mannose-6-phosphate receptor,,"saliva: 2/0.08 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q9H7T0,CATSPERB,Cation channel sperm-associated protein subunit beta,,"saliva: 48/4.2 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,3.7
Q9UBR2,CTSZ,Cathepsin Z,,"saliva: 397/106.55 peptides
parotid gland: 4/0.18 peptides
sm/sl glands: 10/1.84 peptides",low,40.3
P25774,CTSS,Cathepsin S,,"saliva: 0/0 peptides
parotid gland: 6/0.15 peptides
sm/sl glands: 0/0 peptides",medium,12.9
P07711,CTSL,Cathepsin L1,,"saliva: 153/25.95 peptides
parotid gland: 18/1.25 peptides
sm/sl glands: 17/2.92 peptides",low,22
P08311,CTSG,Cathepsin G,,"saliva: 443/79.63 peptides
parotid gland: 22/1.15 peptides
sm/sl glands: 7/0.7 peptides",not detected,6.3
P07339,CTSD,Cathepsin D,,"saliva: 584/109 peptides
parotid gland: 126/8.62 peptides
sm/sl glands: 91/16.16 peptides",low,64.1
P07858,CTSB,Cathepsin B,,"saliva: 948/262.68 peptides
parotid gland: 73/6.77 peptides
sm/sl glands: 64/14.69 peptides",medium,63.7
P49913,CAMP,Cathelicidin antimicrobial peptide,,"saliva: 410/99.68 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,1.1
Q9UQB3,CTNND2,Catenin delta-2,,"saliva: 25/1.83 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,1.7
O60716,CTNND1,Catenin delta-1,,"saliva: 0/0 peptides
parotid gland: 2/0.02 peptides
sm/sl glands: 0/0 peptides",low,46.4
Q9UI47,CTNNA3,Catenin alpha-3,,"saliva: 34/2.89 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,1.2
P35221,CTNNA1,Catenin alpha-1,,"saliva: 49/3.62 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",high,48.8
P04040,CAT,Catalase,,"saliva: 1456/174.81 peptides
parotid gland: 3/0.04 peptides
sm/sl glands: 9/0.3 peptides",not detected,14.5
Q14790,CASP8,Caspase-8,,"saliva: 23/3.41 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,9.6
P31944,CASP14,Caspase-14,,"saliva: 120/27.44 peptides
parotid gland: 6/0.31 peptides
sm/sl glands: 5/0.47 peptides",not detected,0.8
Q9BX69,CARD6,Caspase recruitment domain-containing protein 6,,"saliva: 23/0.55 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",medium,9.9
Q9BXL6,CARD14,Caspase recruitment domain-containing protein 14,,"saliva: 2/0.19 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,6.2
P48729,CSNK1A1,Casein kinase I isoform alpha,,"saliva: 105/20.9 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q9NQ75,CASS4,Cas scaffolding protein family member 4,,"saliva: 3/0.44 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,1.8
Q8IUL8,CILP2,Cartilage intermediate layer protein 2,,"saliva: 10/0.67 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",?,2.8
O75339,CILP,Cartilage intermediate layer protein 1,,"saliva: 3/0.19 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,5.6
Q8N3K9,CMYA5,Cardiomyopathy-associated protein 5,,"saliva: 72/1.15 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,2.4
P31997,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,,"saliva: 0/0 peptides
parotid gland: 0/0 peptides
sm/sl glands: 3/0.31 peptides",n/a,n/a
P06731,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,,"saliva: 32/6.45 peptides
parotid gland: 0/0 peptides
sm/sl glands: 3/0.19 peptides",low,6.8
A8MTB9,CEACAM18,Carcinoembryonic antigen-related cell adhesion molecule 18,,"saliva: 117/30.5 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
P13688,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,,"saliva: 0/0 peptides
parotid gland: 2/0.12 peptides
sm/sl glands: 3/0.27 peptides",low,20.7
Q9Y646,CPQ,Carboxypeptidase Q,,"saliva: 0/0 peptides
parotid gland: 4/0.08 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
P16870,CPE,Carboxypeptidase E,,"saliva: 282/47.72 peptides
parotid gland: 2/0.12 peptides
sm/sl glands: 62/8.69 peptides",low,12
O75976,CPD,Carboxypeptidase D,,"saliva: 326/24.2 peptides
parotid gland: 0/0 peptides
sm/sl glands: 6/0.11 peptides",high,59.7
Q8WXQ8,CPA5,Carboxypeptidase A5,,"saliva: 158/33.49 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q9UI42,CPA4,Carboxypeptidase A4,,"saliva: 0/0 peptides
parotid gland: 0/0 peptides
sm/sl glands: 2/0.11 peptides",?,4.4
O75052,NOS1AP,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein,,"saliva: 3/0.48 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,4.6
O75828,CBR3,Carbonyl reductase [NADPH] 3,,"saliva: 180/36.69 peptides
parotid gland: 32/2.31 peptides
sm/sl glands: 3/0.48 peptides",medium,21.8
P16152,CBR1,Carbonyl reductase [NADPH] 1,,"saliva: 264/49.62 peptides
parotid gland: 103/6.62 peptides
sm/sl glands: 9/1.5 peptides",high,23.1
P23280,CA6,Carbonic anhydrase 6,,"saliva: 4889/1343.06 peptides
parotid gland: 964/231.29 peptides
sm/sl glands: 896/520.28 peptides",high,1237.9
P07451,CA3,Carbonic anhydrase 3,,"saliva: 0/0 peptides
parotid gland: 0/0 peptides
sm/sl glands: 3/0.22 peptides",not detected,5.5
P00918,CA2,Carbonic anhydrase 2,,"saliva: 85/25.53 peptides
parotid gland: 2/0.06 peptides
sm/sl glands: 2/0.15 peptides",high,14
P00915,CA1,Carbonic anhydrase 1,,"saliva: 64/23.39 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
P31327,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",,"saliva: 183/10.26 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q6IMN6,CAPRIN2,Caprin-2,,"saliva: 2/0.14 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,3.1
Q8N3C7,CLIP4,CAP-Gly domain-containing linker protein 4,,"saliva: 4/0.5 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,10.4
Q92887,ABCC2,Canalicular multispecific organic anion transporter 1,,"saliva: 41/2.24 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
Q07343,PDE4B,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",,"saliva: 13/2.33 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
P27815,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",,"saliva: 91/11.26 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",n/a,n/a
O43852,CALU,Calumenin,,"saliva: 452/82.23 peptides
parotid gland: 61/3.69 peptides
sm/sl glands: 16/2.99 peptides",medium,26.9
O94985,CLSTN1,Calsyntenin-1,,"saliva: 0/0 peptides
parotid gland: 2/0.02 peptides
sm/sl glands: 0/0 peptides",medium,30
P27797,CALR,Calreticulin,,"saliva: 514/74.83 peptides
parotid gland: 45/2.13 peptides
sm/sl glands: 14/1.17 peptides",not detected,121
P20810,CAST,Calpastatin,,"saliva: 690/50.8 peptides
parotid gland: 57/1.56 peptides
sm/sl glands: 6/0.33 peptides",medium,38.7
P20807,CAPN3,Calpain-3,,"saliva: 2/0.19 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",low,3.1
Q9HC96,CAPN10,Calpain-10,,"saliva: 38/5.07 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",high,14.6
P07384,CAPN1,Calpain-1 catalytic subunit,,"saliva: 167/16.45 peptides
parotid gland: 5/0.05 peptides
sm/sl glands: 5/0.12 peptides",high,39.7
Q96L46,CAPNS2,Calpain small subunit 2,,"saliva: 22/6.79 peptides
parotid gland: 0/0 peptides
sm/sl glands: 0/0 peptides",not detected,6.7
