UniProt Accession,Entry name,Status,Protein names,Gene names,Organism,Length,3D,Cross-reference (SMR),,
A0A4D6FV70,A0A4D6FV70_PEA,unreviewed,Biotin carboxyl carrier protein (Fragment),bccp,Pisum sativum subsp. elatius,272,,,,
A0A6B9DH74,A0A6B9DH74_PEA,unreviewed,Histone H1 subtype 5,His5,Pisum sativum subsp. elatius,256,,,,
A0A385JE02,A0A385JE02_PEA,unreviewed,DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta''),rpoC2,Pisum sativum subsp. elatius,1367,,,,
G8YZP2,G8YZP2_PEA,unreviewed,PsbA peptide (Fragment),psbA,Pisum sativum subsp. elatius,17,,,,
A0A4D6FUF6,A0A4D6FUF6_PEA,unreviewed,Acetyl-CoA carboxylase beta subunit (Fragment),accD,Pisum sativum subsp. elatius,98,,,,
A0A385JDQ0,A0A385JDQ0_PEA,unreviewed,"NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (EC 7.1.1.-) (NADH-plastoquinone oxidoreductase subunit 5)",ndhF,Pisum sativum subsp. elatius,748,,,,
A0A385JDH4,A0A385JDH4_PEA,unreviewed,DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta''),rpoC2,Pisum sativum subsp. elatius,1367,,,,
A0A385JDR1,A0A385JDR1_PEA,unreviewed,Protein TIC 214 (Translocon at the inner envelope membrane of chloroplasts 214),ycf1 TIC214,Pisum sativum subsp. elatius,1720,,,,
G8YZI8,G8YZI8_PEA,unreviewed,Histone H1 subtype 5,His5,Pisum sativum subsp. elatius,256,,,,
A0A6G7K4U6,A0A6G7K4U6_PEA,unreviewed,CCAAT-binding transcription factor (Fragment),,Pisum sativum subsp. elatius,78,,,,
G8YZG6,G8YZG6_PEA,unreviewed,Histone H1 subtype 5,His5,Pisum sativum subsp. elatius,256,,,,
A0A6M3QUQ4,A0A6M3QUQ4_PEA,unreviewed,Pheophorbide A oxygenase (Fragment),Pao,Pisum sativum subsp. elatius,111,,,,
A0A4D6FXT5,A0A4D6FXT5_PEA,unreviewed,Biotin carboxyl carrier protein (Fragment),bccp,Pisum sativum subsp. elatius,272,,,,
I7E3G0,I7E3G0_PEA,unreviewed,DNA-directed RNA polymerase (EC 2.7.7.6) (Fragment),rpoC1,Pisum sativum subsp. elatius,178,,,,
G8YZI5,G8YZI5_PEA,unreviewed,Histone H1 subtype 5,His5,Pisum sativum subsp. elatius,256,,,,
S6D0I0,S6D0I0_PEA,unreviewed,His7 protein,his7,Pisum sativum subsp. elatius,186,,,,
A0A385JD77,A0A385JD77_PEA,unreviewed,Maturase K (Intron maturase),matK,Pisum sativum subsp. elatius,506,,,,
A0A4D6FUU1,A0A4D6FUU1_PEA,unreviewed,Biotin carboxyl carrier protein (Fragment),bccp,Pisum sativum subsp. elatius,272,,,,
A0A4D6FXU8,A0A4D6FXU8_PEA,unreviewed,Biotin carboxyl carrier protein (Fragment),bccp,Pisum sativum subsp. elatius,272,,,,
S6D6E5,S6D6E5_PEA,unreviewed,His7 protein,his7,Pisum sativum subsp. elatius,183,,,,
A0A385JDF8,A0A385JDF8_PEA,unreviewed,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)",accD,Pisum sativum subsp. elatius,593,,,,
G8YZH4,G8YZH4_PEA,unreviewed,Histone H1 subtype 5,His5,Pisum sativum subsp. elatius,256,,,,
A0A385JDJ1,A0A385JDJ1_PEA,unreviewed,"NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase, chain 4) (NADH-plastoquinone oxidoreductase chain 4)",ndhD,Pisum sativum subsp. elatius,497,,,,
A0A385JD93,A0A385JD93_PEA,unreviewed,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)",accD,Pisum sativum subsp. elatius,551,,,,
A0A2S1CE83,A0A2S1CE83_PEA,unreviewed,DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta''),rpoC2,Pisum sativum subsp. elatius,1367,,,,
G8YZP4,G8YZP4_PEA,unreviewed,PsbA peptide (Fragment),psbA,Pisum sativum subsp. elatius,24,,,,
A0A385JDQ8,A0A385JDQ8_PEA,unreviewed,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)",accD,Pisum sativum subsp. elatius,536,,,,
A0A2S1CE47,A0A2S1CE47_PEA,unreviewed,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",atpB,Pisum sativum subsp. elatius,491,,,,
A0A4D6FXS6,A0A4D6FXS6_PEA,unreviewed,Biotin carboxyl carrier protein (Fragment),bccp,Pisum sativum subsp. elatius,272,,,,
A0A4D6FVH8,A0A4D6FVH8_PEA,unreviewed,Acetyl-CoA carboxylase beta subunit (Fragment),accD,Pisum sativum subsp. elatius,468,,,,
A0A2S1CEJ8,A0A2S1CEJ8_PEA,unreviewed,"50S ribosomal protein L32, chloroplastic",rpl32,Pisum sativum subsp. elatius,73,,,,
A0A2S1CE03,A0A2S1CE03_PEA,unreviewed,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)",accD,Pisum sativum subsp. elatius,549,,,,
A0A3G1RRV0,A0A3G1RRV0_PEA,unreviewed,Gibberellin 2-oxidase (Fragment),Sln,Pisum sativum subsp. elatius,201,,,,
A0A385JDN4,A0A385JDN4_PEA,unreviewed,DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta''),rpoC2,Pisum sativum subsp. elatius,1367,,,,
A0A4D6FX72,A0A4D6FX72_PEA,unreviewed,Acetyl-CoA carboxylase beta subunit (Fragment),accD,Pisum sativum subsp. elatius,470,,,,
A0A6M3QIP3,A0A6M3QIP3_PEA,unreviewed,Ferric chelate reductase (Fragment),Fro,Pisum sativum subsp. elatius,176,,,,
A0A2S1CE41,A0A2S1CE41_PEA,unreviewed,"ATP synthase epsilon chain, chloroplastic (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)",atpE,Pisum sativum subsp. elatius,137,,,,
A0A385JDU2,A0A385JDU2_PEA,unreviewed,Protein TIC 214 (Translocon at the inner envelope membrane of chloroplasts 214),ycf1 TIC214,Pisum sativum subsp. elatius,1722,,,,
A0A4D6FUD1,A0A4D6FUD1_PEA,unreviewed,Acetyl-CoA carboxylase beta subunit (Fragment),accD,Pisum sativum subsp. elatius,514,,,,
A0A4D6FWP4,A0A4D6FWP4_PEA,unreviewed,Biotin carboxyl carrier protein (Fragment),bccp,Pisum sativum subsp. elatius,272,,,,
A0A345X0X2,A0A345X0X2_PEA,unreviewed,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)",accD,Pisum sativum subsp. elatius,554,,,,
G8YZH7,G8YZH7_PEA,unreviewed,Histone H1 subtype 5,His5,Pisum sativum subsp. elatius,256,,,,
S6D0J5,S6D0J5_PEA,unreviewed,His7 protein,his7,Pisum sativum subsp. elatius,186,,,,
A0A6M3QLB6,A0A6M3QLB6_PEA,unreviewed,Pheophorbide A oxygenase (Fragment),Pao,Pisum sativum subsp. elatius,111,,,,
A0A2S1CEF1,A0A2S1CEF1_PEA,unreviewed,DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta''),rpoC2,Pisum sativum subsp. elatius,1367,,,,
A0A6B9DPG9,A0A6B9DPG9_PEA,unreviewed,Histone H1 subtype 5,His5,Pisum sativum subsp. elatius,256,,,,
Q75T14,Q75T14_PEA,unreviewed,ACC oxidase,PSs-ACO1,Pisum sativum var. macrocarpum,323,,Q75T14;,,
P35387,CB222_PEA,reviewed,"Chlorophyll a-b binding protein 22, chloroplastic (LHCII type I CAB-22) (Fragment)",,Pisum sativum (Garden pea),18,,,,
P46256,ALF1_PEA,reviewed,"Fructose-bisphosphate aldolase, cytoplasmic isozyme 1 (EC 4.1.2.13)",,Pisum sativum (Garden pea),357,,P46256;,,
P51081,CHSA_PEA,reviewed,Chalcone synthase 1A (EC 2.3.1.74) (Naringenin-chalcone synthase 1A),CHS-1A,Pisum sativum (Garden pea),389,,P51081;,,
E3SXU5,BHLHM_PEA,reviewed,Truncated basic helix-loop-helix protein A,BHLH,Pisum sativum (Garden pea),358,,E3SXU5;,,
P05037,ATPB_PEA,reviewed,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",atpB,Pisum sativum (Garden pea),491,,P05037;,,
Q9LRH8,BAMS_PEA,reviewed,Beta-amyrin synthase (EC 5.4.99.39),OSCPSY,Pisum sativum (Garden pea),758,,Q9LRH8;,,
P36907,CHIX_PEA,reviewed,Endochitinase (EC 3.2.1.14),,Pisum sativum (Garden pea),320,,P36907;,,
Q02028,HSP7S_PEA,reviewed,"Stromal 70 kDa heat shock-related protein, chloroplastic",HSP70 ST70,Pisum sativum (Garden pea),706,,Q02028;,,
P62931,ALB1F_PEA,reviewed,Albumin-1 F (PA1 F) (PsaA1b005/PsaA1b011) [Cleaved into: Albumin-1 F chain b (Leginsulin F) (PA1b F); Albumin-1 F chain a (PA1a F)],,Pisum sativum (Garden pea),130,NMR spectroscopy (1),P62931;,,
Q01517,ALFC2_PEA,reviewed,"Fructose-bisphosphate aldolase 2, chloroplastic (EC 4.1.2.13)",,Pisum sativum (Garden pea),349,,Q01517;,,
Q02758,ATPD_PEA,reviewed,"ATP synthase delta chain, chloroplastic (F-ATPase delta chain)",ATPD,Pisum sativum (Garden pea),251,,Q02758;,,
P02857,LEGA_PEA,reviewed,Legumin A [Cleaved into: Legumin A alpha chain (Legumin A acidic chain); Legumin A beta chain (Legumin A basic chain)],LEGA,Pisum sativum (Garden pea),517,X-ray crystallography (1),P02857;,,
P13239,DRR1_PEA,reviewed,Disease resistance response protein Pi176,,Pisum sativum (Garden pea),159,,P13239;,,
O23883,CHS3_PEA,reviewed,Chalcone synthase 3 (EC 2.3.1.74) (Naregenin-chalcone synthase 3),CHS3,Pisum sativum (Garden pea),389,,O23883;,,
P41089,CFI_PEA,reviewed,Chalcone--flavonone isomerase (Chalcone isomerase) (EC 5.5.1.6),CHI,Pisum sativum (Garden pea),223,,P41089;,,
P30165,ACT2_PEA,reviewed,Actin-2,,Pisum sativum (Garden pea),376,,P30165;,,
P31239,ACCO_PEA,reviewed,1-aminocyclopropane-1-carboxylate oxidase (ACC oxidase) (EC 1.14.17.4) (Ethylene-forming enzyme) (EFE),ACO,Pisum sativum (Garden pea),317,,P31239;,,
P12886,ADH1_PEA,reviewed,Alcohol dehydrogenase 1 (EC 1.1.1.1),,Pisum sativum (Garden pea),380,,P12886;,,
Q01516,ALFC1_PEA,reviewed,"Fructose-bisphosphate aldolase 1, chloroplastic (EC 4.1.2.13) (Fragment)",,Pisum sativum (Garden pea),356,,Q01516;,,
P51062,CAPP_PEA,reviewed,Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31),,Pisum sativum (Garden pea),967,,P51062;,,
Q8LP17,CCD1_PEA,reviewed,"Carotenoid 9,10(9',10')-cleavage dioxygenase 1 (EC 1.14.99.n4) (PsCCD1) (PsNCED1)",CCD1 NCED1,Pisum sativum (Garden pea),541,,Q8LP17;,,
P08215,ATPA_PEA,reviewed,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",atpA,Pisum sativum (Garden pea),501,,P08215;,,
Q7M1L0,CB23C_PEA,reviewed,"Chlorophyll a-b binding protein 3c, chloroplastic (LHCII type I CAB-3c) (Fragment)",,Pisum sativum (Garden pea),22,,,,
P08688,ALB2_PEA,reviewed,Albumin-2 (PA2),,Pisum sativum (Garden pea),231,,P08688;,,
Q01286,CHS1_PEA,reviewed,Chalcone synthase 1 (EC 2.3.1.74) (Naregenin-chalcone synthase 1),CHS1,Pisum sativum (Garden pea),389,,Q01286;,,
P05039,ATPE_PEA,reviewed,"ATP synthase epsilon chain, chloroplastic (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)",atpE,Pisum sativum (Garden pea),137,,P05039;,,
Q9XQR2,CYB6_PEA,reviewed,Cytochrome b6,petB,Pisum sativum (Garden pea),215,,,,
Q9XHM5,G2OX2_PEA,reviewed,Gibberellin 2-beta-dioxygenase 2 (EC 1.14.11.13) (GA 2-oxidase 2) (Gibberellin 2-beta-hydroxylase 2) (Gibberellin 2-oxidase 2),GA2OX2,Pisum sativum (Garden pea),345,,Q9XHM5;,,
Q41011,EF1A_PEA,reviewed,Elongation factor 1-alpha (EF-1-alpha),,Pisum sativum (Garden pea),447,,Q41011;,,
P28639,DHN1_PEA,reviewed,Dehydrin DHN1,DHN1,Pisum sativum (Garden pea),197,,,,
P69420,ATP9_PEA,reviewed,"ATP synthase subunit 9, mitochondrial (Lipid-binding protein)",ATP9,Pisum sativum (Garden pea),74,,P69420;,,
Q9M5Q1,FUT1_PEA,reviewed,"Galactoside 2-alpha-L-fucosyltransferase (EC 2.4.1.-) (PsFT1) (Xyloglucan alpha-(1,2)-fucosyltransferase)",FT1,Pisum sativum (Garden pea),565,,Q9M5Q1;,,
O23882,CHS4_PEA,reviewed,Chalcone synthase 4 (EC 2.3.1.74) (Naregenin-chalcone synthase 4),CHS4,Pisum sativum (Garden pea),389,,O23882;,,
O22612,DRM2_PEA,reviewed,Dormancy-associated protein 2 (PsDRM2),DRM2,Pisum sativum (Garden pea),129,,,,
O22437,CHLD_PEA,reviewed,"Magnesium-chelatase subunit ChlD, chloroplastic (Mg-chelatase subunit D) (EC 6.6.1.1) (Mg-protoporphyrin IX chelatase subunit ChlD)",CHLD,Pisum sativum (Garden pea),754,,,,
P51082,CHSB_PEA,reviewed,Chalcone synthase 1B (EC 2.3.1.74) (Naringenin-chalcone synthase 1B),CHS-1B,Pisum sativum (Garden pea),389,,P51082;,,
Q8RW99,F16P2_PEA,reviewed,"Fructose-1,6-bisphosphatase, cytosolic (FBPase) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase)",,Pisum sativum (Garden pea),341,,Q8RW99;,,
P19252,ASNS2_PEA,reviewed,"Asparagine synthetase, root [glutamine-hydrolyzing] (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase)",AS2,Pisum sativum (Garden pea),583,,P19252;,,
Q01288,CHS6_PEA,reviewed,Chalcone synthase 6 (EC 2.3.1.74) (Naregenin-chalcone synthase 6),CHS6,Pisum sativum (Garden pea),389,,Q01288;,,
P35450,EFGC_PEA,reviewed,"Elongation factor G, chloroplastic (cEF-G) (chlEF-G) (Fragment)",fusA,Pisum sativum (Garden pea),141,,P35450;,,
P83445,FRI2_PEA,reviewed,"Ferritin-2, chloroplastic (EC 1.16.3.1) (Fragment)",,Pisum sativum (Garden pea),13,,,,
Q06931,ABR17_PEA,reviewed,ABA-responsive protein ABR17,,Pisum sativum (Garden pea),157,,Q06931;,,
P46266,1433_PEA,reviewed,14-3-3-like protein,,Pisum sativum (Garden pea),260,,P46266;,,
P15838,LEGA2_PEA,reviewed,Legumin A2 [Cleaved into: Legumin A2 alpha chain (Legumin A2 acidic chain); Legumin A2 beta chain (Legumin A2 basic chain)],LEGA2,Pisum sativum (Garden pea),520,,P15838;,,
Q3LSN4,LIAS1_PEA,reviewed,"Lipoyl synthase 1, mitochondrial (EC 2.8.1.8) (Lipoate synthase 1) (LS 1) (Lip-syn 1) (Lipoic acid synthase 1)",LIP1-1,Pisum sativum (Garden pea),376,,Q3LSN4;,,
P56679,IBBB_PEA,reviewed,Seed trypsin/chymotrypsin inhibitor IVB (PSTI-IVB) [Cleaved into: Seed trypsin/chymotrypsin inhibitor II (PSTI II)],,Pisum sativum (Garden pea),72,X-ray crystallography (1),P56679;,,
Q9SAZ1,LGB4_PEA,reviewed,Leghemoglobin Lb120-8,,Pisum sativum (Garden pea),146,,Q9SAZ1;,,
P09918,LOX3_PEA,reviewed,Seed linoleate 9S-lipoxygenase-3 (EC 1.13.11.58) (Lipoxygenase-3),LOX1.3,Pisum sativum (Garden pea),861,,P09918;,,
Q40977,MDAR_PEA,reviewed,Monodehydroascorbate reductase (MDAR) (EC 1.6.5.4) (Ascorbate free radical reductase) (AFR reductase),,Pisum sativum (Garden pea),433,,Q40977;,,
O50044,KDSA_PEA,reviewed,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase),KDSA,Pisum sativum (Garden pea),290,,O50044;,,
P14856,LOX2_PEA,reviewed,Seed linoleate 9S-lipoxygenase-2 (EC 1.13.11.58) (Lipoxygenase-2),LOX1.2,Pisum sativum (Garden pea),864,,P14856;,,
P49680,IAA6_PEA,reviewed,Auxin-induced protein IAA6,IAA6,Pisum sativum (Garden pea),179,,P49680;,,
Q41014,FENR2_PEA,reviewed,"Ferredoxin--NADP reductase, root isozyme, chloroplastic (FNR) (EC 1.18.1.2)",,Pisum sativum (Garden pea),377,,Q41014;,,
P30164,ACT1_PEA,reviewed,Actin-1,,Pisum sativum (Garden pea),376,,P30164;,,
P62926,ALB1A_PEA,reviewed,Albumin-1 A (PA1 A) [Cleaved into: Albumin-1 A chain b (Leginsulin A) (PA1b A); Albumin-1 A chain a (PA1a A)],,Pisum sativum (Garden pea),130,,P62926;,,
P05493,ATPAM_PEA,reviewed,"ATP synthase subunit alpha, mitochondrial",ATPA,Pisum sativum (Garden pea),507,,P05493;,,
P05693,LEGK_PEA,reviewed,Legumin K [Cleaved into: Legumin K alpha chain (Legumin K acidic chain); Legumin K beta chain (Legumin K basic chain)] (Fragment),LEGK,Pisum sativum (Garden pea),350,,P05693;,,
P46254,HS22M_PEA,reviewed,"Heat shock 22 kDa protein, mitochondrial",HSP22,Pisum sativum (Garden pea),202,,P46254;,,
P02867,LEC_PEA,reviewed,Lectin [Cleaved into: Lectin beta chain; Lectin alpha chain],LECA PSL1,Pisum sativum (Garden pea),275,X-ray crystallography (7),P02867;,,
P14594,LEGB_PEA,reviewed,Legumin B [Cleaved into: Legumin B alpha chain (Legumin B acidic chain); Legumin B beta chain (Legumin B basic chain)] (Fragment),LEGB,Pisum sativum (Garden pea),338,,,,
O48665,LGB5_PEA,reviewed,Leghemoglobin Lb120-29,,Pisum sativum (Garden pea),146,,O48665;,,
P62929,ALB1D_PEA,reviewed,Albumin-1 D (PA1 D) (PsaA1b012) [Cleaved into: Albumin-1 D chain b (Leginsulin D) (PA1b D); Albumin-1 D chain a (PA1a D)],,Pisum sativum (Garden pea),130,,P62929;,,
P08283,H1_PEA,reviewed,Histone H1 (PsH1b) (PsH1b-40),,Pisum sativum (Garden pea),265,,P08283;,,
P16270,LECN_PEA,reviewed,Non-seed lectin,,Pisum sativum (Garden pea),265,,P16270;,,
P0DH60,M3OM2_PEA,reviewed,(+)-6a-hydroxymaackiain 3-O-methyltransferase 2 (EC 2.1.1.270),HMM2,Pisum sativum (Garden pea),360,,P0DH60;,,
Q3LSN5,LIAS2_PEA,reviewed,"Lipoyl synthase 2, mitochondrial (EC 2.8.1.8) (Lipoate synthase 2) (LS 2) (Lip-syn 2) (Lipoic acid synthase 2)",LIP1-2,Pisum sativum (Garden pea),376,,Q3LSN5;,,
Q41066,IBB2_PEA,reviewed,Seed trypsin/chymotrypsin inhibitor TI5-72,TI572,Pisum sativum (Garden pea),114,,Q41066;,,
P37900,HSP7M_PEA,reviewed,"Heat shock 70 kDa protein, mitochondrial",HSP1,Pisum sativum (Garden pea),675,,P37900;,,
Q43070,GALE1_PEA,reviewed,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase),GALE,Pisum sativum (Garden pea),350,,Q43070;,,
Q43066,GLNA4_PEA,reviewed,Glutamine synthetase root isozyme B (EC 6.3.1.2) (Cytosolic GS3 B) (Glutamate--ammonia ligase),GS3B,Pisum sativum (Garden pea),357,,Q43066;,,
P08282,GLNA1_PEA,reviewed,Glutamine synthetase nodule isozyme (EC 6.3.1.2) (Cytosolic GS1) (Glutamate--ammonia ligase),GS1,Pisum sativum (Garden pea),355,,P08282;,,
P62930,ALB1E_PEA,reviewed,Albumin-1 E (PA1 E) (PsaA1b014) (Psa) [Cleaved into: Albumin-1 E chain b (Leginsulin E) (PA1b E); Albumin-1 E chain a (PA1a E)],,Pisum sativum (Garden pea),130,,P62930;,,
P08212,ATPH_PEA,reviewed,"ATP synthase subunit c, chloroplastic (ATP synthase F(0) sector subunit c) (ATPase subunit III) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)",atpH,Pisum sativum (Garden pea),81,X-ray crystallography (1),P08212;,,
P07694,GLNA3_PEA,reviewed,Glutamine synthetase root isozyme A (EC 6.3.1.2) (Cytosolic GS3 A) (Glutamate--ammonia ligase),GS3A,Pisum sativum (Garden pea),357,,P07694;,,
P40281,H2A2_PEA,reviewed,Histone H2A.2,,Pisum sativum (Garden pea),149,,P40281;,,
E3SXU4,BHLHW_PEA,reviewed,Basic helix-loop-helix protein A,BHLH,Pisum sativum (Garden pea),652,,E3SXU4;,,
P19242,HSP21_PEA,reviewed,17.1 kDa class II heat shock protein,HSP17.7,Pisum sativum (Garden pea),152,X-ray crystallography (1),P19242;,,
P34922,G3PC_PEA,reviewed,"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic (EC 1.2.1.12)",GAPC1,Pisum sativum (Garden pea),338,,P34922;,,
P25795,AL7A1_PEA,reviewed,Aldehyde dehydrogenase family 7 member A1 (EC 1.2.1.3) (Antiquitin-1) (Turgor-responsive protein 26G),,Pisum sativum (Garden pea),508,,P25795;,,
P14710,DRR3_PEA,reviewed,Disease resistance response protein Pi49 (PR10),DRR49A,Pisum sativum (Garden pea),158,,P14710;,,
P08281,GLNA2_PEA,reviewed,"Glutamine synthetase leaf isozyme, chloroplastic (EC 6.3.1.2) (GS2) (Glutamate--ammonia ligase)",GS2,Pisum sativum (Garden pea),430,,P08281;,,
Q03467,E13B_PEA,reviewed,"Glucan endo-1,3-beta-glucosidase (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase) ((1->3)-beta-glucanase) (Beta-1,3-endoglucanase)",,Pisum sativum (Garden pea),370,,Q03467;,,
P13915,CVCA_PEA,reviewed,Convicilin,CVCA,Pisum sativum (Garden pea),571,,P13915;,,
P62927,ALB1B_PEA,reviewed,Albumin-1 B (PA1 B) [Cleaved into: Albumin-1 B chain b (Leginsulin B) (PA1b B); Albumin-1 B chain a (PA1a B)],,Pisum sativum (Garden pea),130,,P62927;,,
P27047,DRR4_PEA,reviewed,Disease resistance response protein DRRG49-C,,Pisum sativum (Garden pea),158,,P27047;,,
P13240,DR206_PEA,reviewed,Disease resistance response protein 206 (Dirigent protein PI206),PI206,Pisum sativum (Garden pea),184,X-ray crystallography (1),P13240;,,
P21225,CHI1_PEA,reviewed,Endochitinase A1 (EC 3.2.1.14) (Fragment),,Pisum sativum (Garden pea),15,,,,
P28640,DHN2_PEA,reviewed,Dehydrin DHN2,DHN2,Pisum sativum (Garden pea),232,,,,
P28641,DHN3_PEA,reviewed,Dehydrin DHN3,DHN3,Pisum sativum (Garden pea),232,,,,
A9XMT4,CCLOP_PEA,reviewed,Protein CYCLOPS (PsCYCLOPS) (Protein IPD3 homolog) (PsIPD3) (PsSYM33),IPD3 SYM33,Pisum sativum (Garden pea),513,,,,
Q41005,CBPX_PEA,reviewed,Serine carboxypeptidase-like (EC 3.4.16.-) (Fragment),,Pisum sativum (Garden pea),286,,Q41005;,,
P25804,CYSP_PEA,reviewed,Cysteine proteinase 15A (EC 3.4.22.-) (Turgor-responsive protein 15A),,Pisum sativum (Garden pea),363,,P25804;,,
Q43820,DCAM_PEA,reviewed,S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain],SAMDC,Pisum sativum (Garden pea),353,,Q43820;,,
Q01784,DF39_PEA,reviewed,Defensin-like protein 39 (Disease resistance response protein 39),PI39,Pisum sativum (Garden pea),74,,Q01784;,,
Q41000,ATP4_PEA,reviewed,"ATP synthase subunit delta', mitochondrial (F-ATPase delta' subunit)",,Pisum sativum (Garden pea),197,,Q41000;,,
P81930,DEF2_PEA,reviewed,Defensin-2 (Antifungal protein Psd2) (Defense-related peptide 2),,Pisum sativum (Garden pea),47,NMR spectroscopy (1),P81930;,,
P81929,DEF1_PEA,reviewed,Defensin-1 (Antifungal protein Psd1) (Defense-related peptide 1),,Pisum sativum (Garden pea),46,NMR spectroscopy (1); Model (25),P81929;,,
O22611,DRM1_PEA,reviewed,Dormancy-associated protein 1 (PsDRM1),DRM1,Pisum sativum (Garden pea),111,,,,
P34899,GLYM_PEA,reviewed,"Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)",,Pisum sativum (Garden pea),518,,P34899;,,
Q43078,C97B1_PEA,reviewed,"Cytochrome P450 97B1, chloroplastic (EC 1.14.-.-) (Cytochrome P450 97A2)",CYP97B1 CYP97A2,Pisum sativum (Garden pea),552,,Q43078;,,
Q43068,C82A1_PEA,reviewed,Cytochrome P450 82A1 (EC 1.14.-.-) (CYPLXXXII) (Fragment),CYP82A1 CYP82,Pisum sativum (Garden pea),544,,Q43068;,,
P20150,CEMA_PEA,reviewed,Chloroplast envelope membrane protein (Heme-binding protein),cemA hbp ycf10,Pisum sativum (Garden pea),231,,,,
P11432,ELI_PEA,reviewed,"Early light-induced protein, chloroplastic (ELIP)",,Pisum sativum (Garden pea),196,,,,
P62928,ALB1C_PEA,reviewed,Albumin-1 C (PA1 C) (PsaA1b015) [Cleaved into: Albumin-1 C chain b (Leginsulin C) (PA1b C); Albumin-1 C chain a (PA1a C)],,Pisum sativum (Garden pea),130,,P62928;,,
P08214,ATPF_PEA,reviewed,"ATP synthase subunit b, chloroplastic (ATP synthase F(0) sector subunit b) (ATPase subunit I)",atpF,Pisum sativum (Garden pea),172,,P08214;,,
P93471,COP1_PEA,reviewed,E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1) (RING-type E3 ubiquitin transferase COP1),COP1,Pisum sativum (Garden pea),672,,P93471;,,
